"Pylos","Greece","1st Kindergarten of Pylos","36.911","21.694","2016-04-11","42","23.7","29.4",""
"Pylos","Greece","1st Kindergarten of Pylos","36.911","21.694","2016-04-15","36.5","20.0","28.7",""
"Thessaloniki","Greece","NOESIS Science Center and Technology Museum","40.562","22.995","2016-04-07","100","65.4","33.2",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.163","11.446","2016-04-11","100","73.5","36.3",""
"Bucharest","Romania","Iulia Hasdeu National College","44.443","26.127","2016-04-01","100","82.8","39.6",""
"Bucharest","Romania","Iulia Hasdeu National College","44.443","26.127","2016-04-04","100","79","38.3",""
"Bucharest","Romania","Iulia Hasdeu National College","44.443","26.127","2016-04-05","100","78.8","38.2",""
"Bucharest","Romania","Iulia Hasdeu National College","44.443","26.127","2016-04-07","100","76","37.2",""
"Bucharest","Romania","Iulia Hasdeu National College","44.443","26.127","2016-04-13","100","71","35.3",""
"Hyderabad","India","Space Adhyaan","17.385","78.487","2016-05-09","100","0","0",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-04","100","-112","48.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-05","100","-112.4","48.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-07","100","-115.2","49.0",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-23","100","-130","52.4",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-24","100","-132","52.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-30","100","-136","53.7",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-05-31","100","-136.5","53.8",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-05-09","49","18.1","20.3",""
"Athens","Greece","1st system of sea scouts Dionyssos Attiki","38.096","23.893","2016-05-08","134","53","21.6",""
"Ben Arous","Tunisia","College Ben Arous","36.750","10.222","2016-05-08","70","23","18.2",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-05-10","100","48.3","25.8",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-05-17","100","45.5","24.5",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-05-23","100","42.5","23",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-05-25","100","40.5","22",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-05-31","100","39","21.3",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-05-05","53","29","28.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-05-12","100","50.6","26.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-05-19","85","40","25.2",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-05-27","11","4.9","23.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-05-31","30.3","13","23.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-12","100","48","25.6",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-17","100","45.5","24.5",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-19","100","44.9","24.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-23","100","43","23.3",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-26","100","42","22.8",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-05-30","100","41","21.8",""
"Chania","Greece","Primary School DDMN","35.485","24.082","2016-05-08","63","32","26.9",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-05-05","100","55.1","28.9",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-05-09","100","50.8","26.9",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-05-17","100","47.5","25.4",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-05-18","100","46","24.7",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-05-25","100","44.3","23.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-06","100","-140","54.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-08","100","-140.9","54.6",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-09","100","-142","54.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-11","100","-142.3","54.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-12","100","-142.4","54.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-13","100","-143","55.0",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-14","100","-143.2","55.1",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-17","100","-144","55.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-18","100","-144","55.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-19","100","-143.9","55.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-20","100","-144","55.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-06-21","100","-143.9","55.2",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-06-01","49","14","15.9",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-06-15","49","12.5","14.3",""
"Eleu dit Leauwette","France","Ecole élémentaire Fassiaux","50.421","2.819","2016-06-07","100","52","27.5",""
"Ben Arous","Tunisia","College Ben Arous","36.750","10.222","2016-06-18","60","16","14.9",""
"Athens","Greece","Acropolis","37.971","23.727","2016-06-17","15.5","4","14.5",""
"Bhuj - Gujrat","India","Kutch Amateur Astronomers Club","23.233","69.667","2016-06-13","100","0","0",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-06-07","31.3","13","22.6",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-06-09","31.3","12.8","22.3",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-06-20","32.4","13","21.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-06-21","57","23","22",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-06-02","100","42","22.8",""
"Chivilcoy","Argentina","Parque Cielos del Sur","-34.911","-60.014","2016-06-20","12.5","-20","58.0",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-06-02","100","39.2","21.4",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2016-06-20","100","36.8","20.2",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-07-07","100","-139","54.3",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-07-09","100","-138","54.1",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-07-11","100","-136.3","53.7",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2016-07-23","100","-126.6","51.7",""
"Ben Arous","Tunisia","College Ben Arous","36.750","10.222","2016-07-08","13","3.6","15.5",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2016-07-07","50","2.6","3.0",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2016-07-22","50","2.3","2.6",""
"Kalamata","Greece","3Lighthouse deck","37.024","22.116","2016-07-09","30.4","8","14.7",""
"Rio de Janeiro","Brazil","Museu do Amanhã","-22.895","-43.182","2016-07-10","247","-250","45.3",""
"Barbati Corfu island","Greece","","39.715","19.866","2016-08-14","91","41.2","24.4",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-08","100.0","-110.0","47.7",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-09","100.0","-109.3","47.5",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-12","100.0","-106.3","46.7",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-15","100.0","-103.0","45.8",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-16","100.0","-101.8","45.5",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-17","100.0","-100.5","45.1",""
"Anisacate","Argentina","","-31.717","-64.400","2016-08-18","100.0","-99.6","44.9",""
"Ioannina","Greece","","39.667","20.850","2016-08-05","100.0","43.5","23.5",""
"Ioannina","Greece","","39.667","20.850","2016-08-10","100.0","44.2","23.8",""
"Ioannina","Greece","","39.667","20.850","2016-08-18","100.0","49.4","26.3",""
"Ioannina","Greece","","39.667","20.850","2016-08-19","100.0","50.4","26.7",""
"Kalamata","Greece","","37.033","22.114","2016-08-15","15.0","6.5","23.4",""
"Kalamata","Greece","","37.033","22.114","2016-08-17","30.4","13.0","23.2",""
"Kalamata","Greece","","37.033","22.114","2016-08-18","30.4","12.8","22.8",""
"Kalamata","Greece","","37.033","22.114","2016-08-19","30.4","13.6","24.1",""
"Kavos Corfu island","Greece","","39.384","20.118","2016-08-15","97","60","31.7",""
"Skafidia Olympian village","Greece","","37.707","21.319","2016-08-06","30.4","11.8","21.2",""
"Schinias beach","Greece","","38.134","24.015","2016-08-14","28","11","21.4",""
"Chandrinos Messinia","Greece","","39.960","21.789","2016-08-21","58","29.3","26.8",""
"Krokos","Greece","","40.265","21.815","2016-08-18","50","25.6","27.1",""
"Kuantan","Malaysia","","3.817","103.333","2016-08-05","88","-21.1","13.5",""
"Yamunanagar","India","S.V.N.Public School Jagadhri","30.145","77.297","2016-09-23","57","32.9","30.0",""
"Yamunanagar","India","GSSS Yamunanagar","30.120","77.290","2016-09-22","14","7.2","27.2",""
"Yamunanagar","India","C V Raman Science Club","30.117","77.250","2016-09-23","28","16.3","30.2",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-16","113","79.1","35.0",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-19","113.2","83.3","36.3",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-20","113","85.4","37.1",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-21","113.1","86.2","37.3",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-22","113.1","87.5","37.7",""
"Úbeda","Spain","Colegio Salesiano Santo Domingo Savio","38.017","-3.367","2016-09-23","113.1","88","37.9",""
"Skopje","FYROM","OOU Nevena Georgieva - Dunja","41.980","21.445","2016-09-01","93.5","62.8","33.9",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2016-09-22","50","21.5","23.3",""
"São João de Meriti","Brazil","31 Marechal Rondon","-22.800","-43.367","2016-09-28","24","-7.5","17.4",""
"Rio de Janeiro","Brazil","Parque Olympico da Barra","-22.975","-43.395","2016-09-10","104","56","28.3",""
"Rio de Janeiro","Brazil","Parque Olympico da Barra","-22.975","-43.395","2016-09-11","100","54","28.4",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-12","70","-34","25.9",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-13","70","-37","27.9",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-14","70","-37","27.9",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-19","70","-30","23.2",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-22","70","-30","23.2",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-23","70","-29","22.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-27","70","-29","22.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-28","70","-29","22.5",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-09-29","70","-29","22.5",""
"Rhodes","Greece","2o Experimental Primary School of Rhodes","36.450","28.371","2016-09-21","100","73","36.1",""
"Rhodes","Greece","2o Experimental Primary School of Rhodes","36.450","28.371","2016-09-22","100","71.5","35.6",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-10-04","23","27.5","50.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-10-06","23","28.5","51.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-10-10","100","130.5","52.5",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-10-28","17.4","29","59",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-10-31","31.2","54","60",""
"Dholpur","India","GSSS Tagawali","26.708","77.908","2016-10-17","81","61.5","37.2",""
"Neoric","Croatia","OŠ Neorić - Sutina","43.686","16.520","2016-10-19","100","138","54.1",""
"Yamunanagar","India","Mukand Lal PS Sarojini Colony","30.133","77.283","2016-10-08","62.3","43.9","35.2",""
"Yamunanagar","India","S.V.N.Public School Jagadhri","30.145","77.297","2016-10-06","67.5","38.9","30.0",""
"Yamunanagar","India","Holy Mother Public School","30.145","77.268","2016-10-07","38","27.9","36.3",""
"Sverdlovsk","Ukraine","School #11","48.083","39.633","2016-10-11","205","288","54.6",""
"Sverdlovsk","Ukraine","School #11","48.083","39.633","2016-10-18","36.5","68.5","61.9",""
"Rio de Janeiro","Brazil","Escola Municipal Bento Ribeiro","-22.904","-43.280","2016-10-11","62","-20","17.9",""
"Shenzhen","China","荔園小學南校區","22.549","114.092","2016-10-23","50","33.3","33.7",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2016-10-07","70","-22.5","17.8",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-11-18","247","380","57",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2016-11-24","49","79","58.2",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2016-11-24","50","80","58",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2016-11-09","100","179.7","60.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-05","14.7","27","61.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-07","53","100","62.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-11","53","105","63.2",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-17","38","80.6","64.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-18","15","32","64.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2016-11-24","70.8","160","66.1",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2016-11-18","18.8","29.5","57.5",""
"Ioannina","Greece","Experimental College","39.666","20.845","2016-11-18","100","165.5","58.9",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-11-04","100","171","59.7",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-11-07","100","179","60.8",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-11-08","100","181","61.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-11-14","100","193","62.6",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2016-11-15","100","195","62.9",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2016-11-09","100","185","61.6",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.163","11.446","2016-11-29","100","235","66.9",""
"Neoric","Croatia","OŠ Neorić - Sutina","43.686","16.520","2016-11-09","100","181","61.1",""
"Yamunanagar","India","S.V.N.Public School Jagadhri","30.145","77.297","2016-12-22","60.1","81.1","53.5",""
"Dholpur","India","GSSS Tagawali","26.708","77.908","2016-12-22","58","71.5","51",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.045","10.031","2016-12-21","100","241","67.5",""
"Hyderabad","India","Space Adhyaan","17.385","78.487","2016-12-21","19.5","18","42.7",""
"Chivilcoy","Argentina","Parque Cielos del Sur","-34.911","-60.014","2016-12-21","408","-83","11.5",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.163","11.446","2016-12-21","100","246","67.9",""
"Vigo","Spain","IES de Beade","42.201","-8.716","2016-12-19","100","217","65.3",""
"Shenzhen","China","荔園小學南校區 Liyuan Primary School","22.549","114.092","2016-12-07","50","51.2","45.7",""
"Rio de Janeiro","Brazil","Museu do Amanhã","-22.895","-43.182","2016-12-10","100","07","0",""
"Rio de Janeiro","Brazil","Escola Municipal Bento Ribeiro","-22.904","-43.280","2016-12-19","300","10","1.9",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-04","52.3","92.5","60.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-09","52.3","89.5","59.7",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-16","52.3","86","58.7",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-17","52.3","85.5","58.5",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-19","52.3","84.5","58.2",""
"Petroupoli","Greece","4o Junior High School","38.036","23.674","2017-01-26","52.3","79","56.5",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-07","10","24.4","67.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-09","13.8","33","67.3",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-12","34.2","80","66.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-13","40","92.8","66.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-16","30","67.8","66.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-19","34.2","75.2","65.5",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-24","10.5","21.9","64.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-01-28","13.5","27.0","63.4",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-01-07","100","0","0",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-01-24","39.7","-2.2","3.2",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-01-27","39.7","-2.4","3.5",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-01-28","70","-5.3","4.3",""
"Piranguinho","Brazil","Universidade Federal de Itajubá","-22.411","-45.535","2017-01-30","70","-5.6","4.6",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-01-09","100","236","67",""
"Merlara","Italy","Lower Secondary School Dante Alighieri","45.166","11.433","2017-01-27","100","196","63",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-01-12","50","86","59.8",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-01-20","50","80.8","58.3",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-01-12","100","170","59.5",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-01-13","100","166.5","59",""
"Piraeus","Greece","2nd Junior High School of Korydallos","37.977","23.655","2017-01-19","100","157","57.5",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-01-13","246","415","59.3",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-01-18","30.4","49","58.2",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-01-27","30.4","45.6","56.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-01-09","74","0","0",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-01-11","74","0","0",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-01-16","74","-3","2.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-01-17","74","-3","2.3",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.890","-43.317","2017-01-30","74","-6","4.6",""
"Rio de Janeiro","Brazil","Escola Municipal Bento Ribeiro, Méier","-22.904","-43.280","2017-01-14","13","-1","4.4",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-02-20","100","142.8","55",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-02-21","100","139.7","54.4",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-02-24","100","133.2","53.1",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.237","2017-02-27","100","128","52",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-02-13","11.5","14.6","51.8",""
"Aigio","Greece","1st High School of Aigio","38.252","22.079","2017-02-17","17","20.3","50.1",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-02","100","-27.5","15.4",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-13","100","-34","18.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-14","100","-34.5","19.0",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-15","100","-35.4","19.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-16","100","-36","19.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-21","55","-21.5","21.4",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-22","100","-40.5","22",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-23","100","-41.4","22.5",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-24","100","-42","22.8",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-27","100","-44.3","23.9",""
"Anisacate","Argentina","Fundación Caminos de Anisacate","-31.717","-64.400","2017-02-28","100","-45","24.2",""
"Ano Komi","Greece","Ano  Komi Kozanis","40.226","21.831","2017-02-28","100","112","48.2",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-02-03","49","68","54.2",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-02-09","248","320","52.2",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-02-10","247","310","51.3",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-02-24","49","53","47.2",""
"Bahawalpur","Pakistan","Gvt Abbasia Higher Secondary School","29.396","71.661","2017-02-14","73","66.8","42.5",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-02-14","100","152","56.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-02-15","100","150.2","56.3",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-02-21","100","138.6","54.2",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-02-22","100","138.2","54.1",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-02-28","100","125.9","51.5",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-02-01","18.3","35","62.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-02-03","32.3","60","61.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-02-13","60.3","100","58.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-02-23","65.4","95","55.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-02-24","65.4","92.7","54.8",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-02-09","100","161","58.2",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-02-16","100","147.7","55.9",""
"Donji Muć","Croatia","oš kneza Branimira","43.694","16.462","2017-02-23","100","134.9","53.5",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-01","30.4","43.5","55.1",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-03","30.4","42.5","54.4",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-10","30.4","39.5","52.4",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-15","30.4","37.5","51.0",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-17","99.5","118.2","49.9",""
"Ilion","Greece","11th JuniorHigh School of Ilion","38.033","23.697","2017-02-22","99.5","111","49.1",""
"Aspropyrgos","Greece","3rd High School of Aspropyrgos","38.061","23.601","2017-03-20","97.8","70","35.6",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-03-17","247","197","38.6",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-03-20","49.0","38.0","37.8",""
"Athens","Greece","Experimental College Agion Anargyron","38.027","23.726","2017-03-29","49","33.5","34.4",""
"Bistrita","Romania","Liceul Crestin Logos","47.148","24.484","2017-03-22","100","103","45.8",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-01","100","124.5","51.2",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-14","100","103.5","46.0",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-15","100","102.3","45.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-20","100","95.5","43.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-21","100","94.2","43.3",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-22","100","92.2","42.7",""
"Brštanovo","Croatia","Osnovna škola kneza Branimira","43.658","16.415","2017-03-29","100","84.3","40.1",""
"Budapest","Hungary","Bárczi Géza Primary School","47.043","19.047","2017-03-21","100","107.4","47.0",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-01","19","25.1","52.9",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-06","64.8","80","51.0",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-09","100","118.5","49.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-15","36.7","40","47.5",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-17","33","35","46.7",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-18","37.5","39","46.1",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-20","69.0","70.0","45.4",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-21","100","100","45.0",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-23","100","97.2","44.2",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-24","100","95.8","43.8",""
"Busteni","Romania","Colegiul Ion Kalinderu","45.416","25.535","2017-03-27","69","63.5","42.6",""
