"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2011-03-24","100","88.5","41.5","41.509"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2011-03-20","100","93.5","43.066666666667","43.076"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2011-03-21","100","92.2","42.666666666667","42.676"
"Tanger","Morocco","Fondation Banque Populaire","35.766666666667","-5.8","2011-03-22","100","67","33.816666666667","33.822"
"Eskişehir","Turkey","HİBM Primary School","39.75","30.566666666667","2011-03-24","95","74","37.916666666667","37.917"
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-03-17","100","95","43.516666666667","43.531"
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-03-18","100","90.5","42.133333333333","42.145"
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-03-21","100","88.5","41.5","41.509"
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-03-20","100","89.4","41.8","41.8"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2011-03-21","100","94.5","43.366666666667","43.38"
"Revúca","Slovakia","Základná škola Ivana Branislava Zocha","48.683333333333","20.116666666667","2011-03-21","100","112.9","48.466666666667","48.467"
"Jammu","India","Carmel Convent School","32.733333333333","74.85","2011-04-26","21","8","20.85","20.854"
"Rajouri","India","Govt Girls Middle school, Jawahar Nagar","33.383333333333","74.3","2011-05-03","__","__","17.16",""
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-06-21","101","41.0","22.083333333333","22.094"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-06-20","101","41.9","22.516666666667","22.531"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-06-19","101","—","",""
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-06-18","101","42.5","22.816666666667","22.821"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-06-17","101","43.0","23.05","23.062"
"Tălmaciu","Romania","Grup scolar Johannes Lebel","45.683333333333","24.266666666667","2011-06-21","39.0","15.9","22.166666666667","22.18"
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.8","10.783333333333","2011-06-21","100","20.5","11.583333333333","11.585"
"Medvode","Slovenia","Osnovna šola Preska","46.133333333333","14.416666666667","2011-06-21","100","46.4","24",""
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-06-21","100","33","18.25","18.263"
"Marina di Carrara","Italy","M Buonarroti “Paradiso” primary school","44.033333333333","10.033333333333","2011-06-21","100","37.7","20.65","20.656"
"Rosario","Argentina","Calle Wheelwright","-32.933333333333","-60.65","2011-06-21","85","130","56.816666666667","56.821"
"Alor Akar","Malaysia","SMK Alor Akar","3.8333333333333","103.35","2011-06-21","---","---","19.033333333333","19.03"
"Jalan Gambut","Malaysia","SMK St Thomas","3.8166666666667","103.33333333333","2011-06-21","102","35.9","19.383333333333","19.39"
"Meerut","India","NAS Inter College","29","77.7","2011-06-21","20","2.4","6.8333333333333","6.843"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-07-23","38.3","19.0","26.4","26.4"
"Meerut","India","NAS Inter College","29","77.7","2011-07-23","19.5","4","11.583333333333","11.592"
"Rosario","Argentina","Calle Wheelwright","-32.933333333333","-60.65","2011-07-23","85.5","115","53.37",""
"Oulu","Finland","Ros Cooper C. M.","65.016666666667","25.483333333333","2011-07-23","141.5","135.5","45.4","45.4"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2011-09-23","100","97.5","44.266666666667","44.275"
"Aberdeen","Scotland-UK","Comenius meeting","50.15","-2.1166666666667","2011-09-20","600","930","57.166666666667","57.171"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2011-09-20","100","94","43.216666666667","43.229"
"Sainte Marie","France","Ecole primaire","43.666666666667","0.88333333333333","2011-09-23","100","86.7","41.983333333333","41.987"
"Lansargues","France","Ecole élémentaire","43.65","4.0666666666667","2011-09-23","23","21.3","42.8","42.802"
"Valladolid","Spain","CEIP Narciso Alonso Cortes","41.65","-4.7","2011-09-23","100","93","42.916666666667","42.923"
"Rosario","Argentina","Calle Wheelwright","-32.933333333333","-60.65","2011-09-24","100","61.5","31.583333333333","31.592"
"Kaweni","France-Mayotte","Ecole T17","-12.766666666667","45.216666666667","2011-09-23","100","21","11.85","11.86"
"Jalan Gambut","Malaysia","SMK St Thomas","3.8166666666667","103.33333333333","2011-09-23","100","2.4","1.3666666666667","01.375"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-09-23","42.7","43.6","45.583333333333","45.598"
"Meerut","India","NAS Inter College","29","77.7","2011-12-22","74","92.5","51.333333333333","51.34"
"Jesenice","Slovenia","OŠ Prežihovega Voranca","46.433333333333","14.05","2011-12-21","100","278.5","70248","70.25"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2011-12-19","100","240","67.366666666667","67.38"
"Xewkija","Malta","Gozo college","36.033333333333","14.25","2011-12-12","100","168.8","59.35","59.357"
"Sibiu","Romania","Regina Maria","45.783333333333","24.15","2011-12-14","247.5","600.5","67.6","67.601"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2011-12-09","100","220.3","65.583333333333","65.585"
"Limours","France","Lycée Jules Verne","48.65","2.1","2011-12-12","72","215","71.483333333333","71.485"
"Santa Eulàlia","Spain","Escuela El Roure Gros","41.916666666667","2.1833333333333","2011-12-13","101.86","195","62.416666666667","62.433"
"Lyon","France","Ecole Les Anémones","45.783333333333","4.8","2011-12-12","100","262","69.1","69.109"
"Pozzallo","Italy","I.I.E.S - .G. La Pira Naut. School","36.733333333333","14.833333333333","2012-03-20","20","13.8","34.6","34.606"
"Arcachon","France","Collège Marie Bartette","44.65","-1.15","2012-03-20","56.5","55.5","44.483333333333","44.488"
"Rosario","Argentina","Calle Wheelwright","-32.933333333333","-60.65","2012-03-23","90","62","34.55","34.563"
"Cluj Napoca","Romania","College National Pedagogique Gheoghe Lazar","46.766666666667","23.633333333333","2012-03-20","50","52","46.116666666667","46.123"
"Ste-Julie","Canada","École Du Moulin","45.6","-73.35","2012-03-20","15","15.5","45.933333333333","45.939"
"Alor Akar","Malaysia","SMK Alor Akar","3.8333333333333","103.35","2012-03-22","100","5.4","3.0833333333333","3.091"
"Tanger","Morocco","Fondation Banque Populaire","35.733333333333","-5.8333333333333","2012-03-22","100","71","35.366666666667","35.375"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2012-03-20","100","96","43.816666666667","43.831"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2012-03-20","100","92.7","42.816666666667","42.831"
"Medvode","Slovenia","Osnovna šola Preska","46.133333333333","14.416666666667","2012-03-20","40","38.5","43.9","43.905"
"Delhi - Naraina","India","Gyan Mandir Public School","28.633333333333","77.133333333333","2012-06-21","176.1","16.4","5.3166666666667","5.321"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2012-06-20","100","37.6","2036","20.606"
"Anantnag","India","SPEAK NGO","28.683333333333","75.216666666667","2012-06-21","100","25.5","14.3","14.306"
"Bagpat","India","pvs ClubSilvar nagar","28.366666666667","77.216666666667","2012-06-21","100","13","7.4","7.407"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2012-06-21","65.5","6.5","5.6666666666667","5.667"
"Xewkija","Malta","Gozo college","36.033333333333","14.25","2012-06-21","100","23","12.95","12.953"
"Ujjain","India","Vedh Shala Observatory","23.166666666667","75.766666666667","2012-06-21","100","0","0",""
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2012-06-20","80","129","58.183333333333","58.195"
"Santiponce","Spain","IES Italica","37.45","-6.0333333333333","2012-06-20","76","19","14.033333333333","14.036"
"Lansargues","France","Ecole élémentaire","43.65","4.0666666666667","2012-06-18","23","9","21.366666666667","21.371"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2012-08-10","80.5","89","47.866666666667","47.871"
"Yamunanagar","India","C V Raman Science Club","30.116666666667","77.25","2012-08-10","74.5","20.5","15.383333333333","15.385"
"Bagpat","India","pvs ClubSilvar nagar","28.366666666667","77.216666666667","2012-08-10","100","25","14.033333333333","14.036"
"Meerut","India","BBSSM Inter college","28.966666666667","77.733333333333","2012-08-10","74.5","20.5","15.383333333333","15.385"
"Alor Akar","Malaysia","SMK Alor Akar","3.8333333333333","103.35","2012-09-22","100","6.5","3.7166666666667","3.719"
"Bhuj - Gujrat","India","Kutch Amateur Astronomers Club","23.3","69.7","2012-09-22","average value","of the angle","22.166666666667","22.168"
"Yamunanagar","India","Govt. Sr. Sec. School Alahar","30.133333333333","77.283333333333","2012-09-22","average value","of the angle","28.8","28807"
"Gwalikhera","India","M.A.B.Degree college","29.016666666667","77.333333333333","2012-09-22","106","55","27.416666666667","27.423"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2012-09-22","average value","of the angle","28.033333333333","28.033"
"Meerut","India","NAS Inter College","28.983333333333","77.7","2012-09-22","average value","of the angle","27.566666666667","27.563"
"Medvode","Slovenia","Osnovna šola Preska","46.133333333333","14.416666666667","2012-09-22","100","104.3","462","4612"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2012-09-17","100","90","41.983333333333","41.987"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2012-09-20","100","93.5","43.066666666667","43.076"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2012-09-21","100","95","43.516666666667","43.531"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2012-09-22","100","96","43.816666666667","43.831"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2012-09-19","100","98","44.416666666667","44.421"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2012-09-24","100","94","43.216666666667","43.229"
"Nis","Serbia","Bubanjski heroji school","43.316666666667","21.833333333333","2012-09-22","100","92","42.6","42.614"
"Taichung","Taiwan","CCAFPS","24.133333333333","120.68333333333","2012-12-30","50","51","45.566666666667","45.567"
"Kaohsiung","Taiwan","FXM-KSHS","22.633333333333","120.35","2012-12-29","100","105.5","46.516666666667","46.533"
"Kaohsiung","Taiwan","FXM-KSHS","22.633333333333","120.35","2012-12-31","100","101.2","45.333333333333","45.342"
"Bagpat","India","pvs ClubSilvar nagar","28.366666666667","77.216666666667","2012-12-21","100","105.5","51.55","51.563"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2012-12-21","10","24.2","67.6","67.548"
"Yamunanagar","India","Govt. Sr. Sec. School Alahar","30.133333333333","77.283333333333","2012-12-21","average","angle","52.933333333333","52.935"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2012-12-21","average value","of the angle","51.083333333333","51.086"
"HôChiMinhCity","Viêt Nam","Phú Nhuận High School","10.766666666667","106.65","2012-12-21","60","41","34.333333333333","34.346"
"Jesenice","Slovenia","OŠ Prežihovega Voranca","46.433333333333","14.05","2012-12-21","25","66","69.25","69.254"
"Varanasi","India","BHU,Varanasi","25.316666666667","82.983333333333","2012-12-21","83","99","50.016666666667","50.024"
"Xewkija","Malta","Gozo college","36.033333333333","14.25","2012-12-21","100","169.5","59.45","59.461"
"Sawai Madhopur","India","Uday Jangpura","26.083333333333","76.433333333333","2013-01-27","156","151","44.066666666667","44.067"
"Kaohsiung","Taiwan","FXM-KSHS","22.633333333333","120.35","2013-01-26","101","88","41.05","41.065"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2013-01-25","109","210","62.5","62.5"
"Ioannina","Greece","Experimental College","39.666666666667","20.85","2013-02-23","...","...","...",""
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2013-02-23","72","57","38.366666666667","38.367"
"Kuantan","Malaysia","SMK St Thomas","3.8166666666667","103.33333333333","2013-02-23","101","23","12.816666666667","12.829"
"Kuantan","Malaysia","SMK St Thomas","3.8166666666667","103.33333333333","2013-02-21","100","25","14.033333333333","14.036"
"Lafrançaise","France","Collège Antonin Perbosc","44.133333333333","1.25","2013-02-22","100","138","54.066666666667","54.071"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2013-03-21","- -","- -","32.5","32.500"
"Sault les Rethel","France","Ecole Primaire","49.5","4.3666666666667","2013-03-21","100","114","48.733333333333","48.743"
"Meerut","India","B.R.C. Jani","28.966666666667","77.566666666667","2013-03-20","average value","of the angle","28.366666666667","28.367"
"Yamunanagar","India","Govt. Sr. Sec. School Alahar","30.133333333333","77.283333333333","2013-03-21","average value","of the angle","28.233333333333","28239"
"Kaohsiung","Taiwan","FXM","22.7","120.41666666667","2013-03-20","50","21","22.766666666667","22.782"
"Meerut","India","B.R.C. Sardhana","29.15","77.616666666667","2013-03-20","62","38","31.5","31.504"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2013-03-21","20","19.1","43.666666666667","43.681"
"Kaohsiung","Taiwan","CCAFPS","22.266666666667","120.26666666667","2013-03-17","50","20.9","22.683333333333","22.685"
"Kaohsiung","Taiwan","CCAFPS","22.266666666667","120.26666666667","2013-03-24","50","16","17.733333333333","17.745"
"Kaohsiung","Taiwan","CCAFPS","22.266666666667","120.26666666667","2013-03-20","50","19","20.8","20.807"
"Medvode","Slovenia","Osnovna šola Preska","46.133333333333","14.416666666667","2013-03-20","100","106","46.666666666667","46.668"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2013-03-20","—","—","28.3","28.300"
"Sault les Rethel","France","Ecole Primaire","49.5","4.3666666666667","2013-06-18","100","48","25.633333333333","25.641"
"Lima","Perú","Colegio Santa Ana","-12.033333333333","-77.05","2013-06-23","100","85","40.35","40.365"
"Rosario","Argentina","Calle Wheelwright","-32.933333333333","-60.65","2013-06-21","122","187","56.866666666667","56.879"
"Marina di Carrara","Italy","M Buonarroti primary school","44.033333333333","10.033333333333","2013-06-21","100","37","20.3","20.304"
"Bhuj - Gujrat","India","Kutch Amateur Astronomers Club","23.266666666667","69.766666666667","2013-06-20","140","3.5","1.4166666666667","1.432"
"Bhuj - Gujrat","India","Kutch Amateur Astronomers Club","23.266666666667","69.766666666667","2013-06-20","230","5.5","1.3666666666667","1.37"
"Bhuj - Gujrat","India","Kutch Amateur Astronomers Club","23.266666666667","69.766666666667","2013-06-20","160","4.5","1.6","1.611"
"Meerut","India","Nanak chand Anglo Sanskrit Inter College","29.15","77.616666666667","2013-06-20","14.2","1.3","5.2166666666667","5.231"
"Yamunanagar","India","C V Raman Science Club Sarojini Colony","30.133333333333","77.283333333333","2013-06-20","....","....","7","7.000"
"Bhaderwah","India","Govt. Degree College","32.983333333333","75.216666666667","2013-06-20","73","12.9","10.016666666667","10.021"
"Bhaderwah","India","Govt. Degree College","32.983333333333","75.216666666667","2013-06-21","74","13.6","10.4","10.414"
"Udhampur","India","Little Flower Convent High School","32.933333333333","75.133333333333","2013-06-18","75.5","15","11.233333333333","11.237"
"Udhampur","India","Little Flower Convent High School","32.933333333333","75.133333333333","2013-06-19","74.5","13.5","10.266666666667","10.271"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2013-06-19","86.5","7","4.6166666666667","4.627"
"Ghaziabad","India","pvsClub,Vijay nagar","28.633333333333","77.416666666667","2013-06-20","75.5","5.5","4.1666666666667","4.167"
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2013-09-16","11.1","23","64.233333333333","64.238"
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2013-09-20","10","22.6","66.116666666667","66.132"
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2013-09-26","8.7","22.6","68.933333333333","68.946"
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2013-09-27","6.4","18.2","70.616666666667","70.626"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2013-09-18","100","78","37.95","37.954"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2013-09-19","100","79","38.3","38.309"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2013-09-21","127","86","34.1","34.104"
"Pujato","Argentina","Escuela Primaria Nº 1345","-33.016666666667","-61.05","2013-09-23","100","70","34.983333333333","34.992"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-17","78","63","38.916666666667","38.928"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-18","90","72.5","38.85","38.853"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-19","90","70.9","38.216666666667","38.23"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-20","209","173","39.6","39.616"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-23","100","95","41.366666666667","41.373"
"Tarragona","Spain","IES Antoni de Martí i Franquès","41.116666666667","1.25","2013-09-27","100","96.5","41.35","41.36"
"Medvode","Slovenia","VIZ Smlednk","46.166666666667","14.433333333333","2013-09-23","60","60.5","45.233333333333","45.238"
"Rio de Janeiro","Brazil","Grupo 31 Marechal Rondon","-22.966666666667","-43.216666666667","2013-09-22","106","44","21.466666666667","22.543"
"Rio de Janeiro","Brazil","Grupo 31 Marechal Rondon","-22.966666666667","-43.216666666667","2013-09-22","107","43","20.116666666667","21.894"
"Rio de Janeiro","Brazil","Grupo 31 Marechal Rondon","-22.966666666667","-43.216666666667","2013-09-22","57","24.5","22.75","23.259"
"Rio de Janeiro","Brazil","Grupo 31 Marechal Rondon","-22.966666666667","-43.216666666667","2013-09-22","16.5","7","21.016666666667","22.989"
"Rio de Janeiro","Brazil","Grupo de Escoteiros 52 Fabiano de Cristo","-22.55","-43.466666666667","2013-09-21","165","47","14.1","15.900"
"Rio de Janeiro","Brazil","Grupo de Escoteiros 52 Fabiano de Cristo","-22.55","-43.466666666667","2013-09-21","18","6","0.43333333333333","18.435"
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.95","-43.5","2013-09-19","120","50","21.383333333333","22.62"
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.95","-43.5","2013-09-20","120","50.5","21.183333333333","22.823"
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.95","-43.5","2013-09-20","49.5","20","22","22.001"
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.95","-43.5","2013-09-23","49.5","20","22","22.001"
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.95","-43.5","2013-09-23","124","45","18.066666666667","19.946"
"Baghpat","India","pvs ClubSilvar nagar","28.933333333333","77.216666666667","2013-09-23","100","54","28.366666666667","28.369"
"La Punta","Argentina","Parque Astronómico","-33.15","-66.3","2013-09-21","62.7","42.5","33.883333333333","34.131"
"Meerut","India","PMV,kaili,Sardhna,meerut","29.15","77.616666666667","2013-09-23","67.5","31.25","24.833333333333","24.842"
"Sainte Marie","France","Ecole primaire","43.661","0.875","2013-12-12","100","217","65.25","65.258"
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.800","10.783","2013-01-03","100","164","58.616666666667","58.627"
"Hanoi","Vietnam","Amsterdam High School","21.000","105.817","2013-12-21","118","116","44.5","44.51"
"Hanoi","Vietnam","Amsterdam High School","21.000","105.817","2013-12-21","118","115","44.25","44.262"
"Noida","India","Mahamaya Balika inter college","28.550","77.333","2013-12-24","330","488","55.916666666667","55.932"
"Bhopal","India","National Children Science Congress","23.383","77.500","2013-12-27","20","21","46.383333333333","46.397"
"Mathura","India","PVS India","27.450","77.700","2013-12-21","72","85","49.716666666667","49.733"
"Shenzhen","China","深圳中學初中部","22.550","114.100","2013-12-22","55","48.3","41.283333333333","41.289"
"Kaohsiung","Taiwan","CCAFPS","22.600","120.367","2013-12-22","50","54","47.2","47.203"
"HôChiMinhCity","Vietnam","Phú Nhuận High School","10.767","106.650","2013-12-21","59.5","40.2","34.033333333333","34.044"
"HôChiMinhCity","Vietnam","Phú Nhuận High School","10.767","106.650","2013-12-21","70","49","34.983333333333","34.992"
"Sverdlovsk","Ukraine","School #11","48.083","39.633","2013-12-18","60","205","73.683333333333","73.686"
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.800","10.780","2014-02-28","100","97","44.128",""
"Amroha","India","Indraprastha Institute of Technology","28.844","78.360","2014-02-26","","","38.309",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-02-25","100","113.8","48.693",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-02-25","100","133","53.061",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-02-28","100","128","52.001",""
"Sultanpur","India","Cygnys Amateur Astronomy Club","21.775","70.863","2014-03-21","119","44","20.3",""
"Medvode","Slovenia","Osnovna šola Preska","46.133","14.417","2014-03-21","17","17.7","46.2",""
"Ludhiana","India","Govt. Girls Sen. Sec. School","30.883","75.833","2014-03-20","119.5","74.8","32.1",""
"Dholpur","India","Gvt Sen. Sec. School","26.659","77.809","2014-03-22","41.9","20.8","26.7",""
"Kaohsiung","Taiwan","中正預校 CCAFPS","22.605","120.361","2014-03-23","80","80.7","17.7",""
"Marina di Carrara","Italy","M Buonarroti primary school","44.033","10.033","2014-03-20","100","96","43.8",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-03-17","100","101.5","45.4",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-03-20","100","97.2","44.2",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-03-21","100","96","43.8",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-03-25","100","90.5","42.1",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-05","100","102.8","45.8",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-09","100","97","44.1",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-10","100","95.7","43.7",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-13","100","91.7","42.5",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-16","100","88.2","41.4",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-17","100","86.7","40.9",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-18","100","85.5","40.5",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-19","100","84.4","40.2",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-20","100","83.3","39.8",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-21","100","82","39.4",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-03-25","100","77.3","37.7",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-06","105.5","130","50.9",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-07","93.5","113.5","50.5",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-10","100","117","49.5",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-11","100","116.5","49.4",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-12","100","114","48.7",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-13","100","112.5","48.4",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-14","100","110.5","47.9",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-16","90","97","47.1",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-17","100","106","46.7",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-18","255","267","46.3",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-19","165","170.5","45.9",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-20","100","101.5","45.4",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-21","100","100.5","45.1",""
"Pont St Martin","Italy","Collège","45.600","7.800","2014-03-25","100","95","43.5",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2014-04-01","101","0","0",""
"Lafrançaise","France","Collège Antonin Perbosc","44.127","1.238","2014-04-01","100","83","39.7",""
"Ioannina","Greece","Experimental College","39.666","20.845","2014-04-01","100","71.5","35.6",""
"Kaohsiung","Taiwan","鳳西國 中 FXM","22.621","120.354","2014-06-22","50","-0.8","5.711",""
"Meerut","India","Safalta Inter College,Modipuram","29.067","77.683","2014-06-21","66.5","3.75","3.2",""
"Leh","India","Secmol Campus ,Phey","34.131","77.444","2014-06-21","165","45.5","15.4",""
"Dholpur","India","Gvt Sen. Sec. School","26.659","77.809","2014-06-21","66.5","3.75","3.2",""
"Ghaziabad","India","pvsClub,Vijay nagar","28.633","77.417","2014-06-17","216","20.5","5.4",""
"Ghaziabad","India","pvsClub,Vijay nagar","28.633","77.417","2014-06-21","74.8","7","5.3",""
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.800","10.780","2014-06-06","100","21","11.9",""
"Sfax","Tunisia","écoles de Sakiét Eddayer","34.800","10.780","2014-06-21","100","21","11.9",""
"Nis","Serbia","Gimnazija Svetozar Markovic","43.300","21.883","2014-06-12","100","35.5","19.5",""
"Nis","Serbia","Gimnazija Svetozar Markovic","43.300","21.883","2014-06-13","100","36","19.8",""
"Sverdlovsk","Ukraine","School #11","48.083","39.633","2014-06-17","68","58","40.5",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2014-06-13","35.8","-9","14.1",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2014-06-15","36.8","-9","18.1",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2014-06-16","36.5","-12","18.2",""
"Kuantan","Malaysia","SMK St Thomas","3.817","103.333","2014-06-19","101","-32","17.6",""
"Tbilisi","Georgia","Komarov School","41.727","44.738","2014-06-20","108","38","19.4",""
"Tbilisi","Georgia","Komarov School","41.727","44.738","2014-06-21","108","36","18.4",""
"Buenos Aires","Argentina","Instituto San Pedro Nolasco","-34.600","-58.450","2014-09-22","72.5","-49.5","34.324",""
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2014-09-22","25","-10.7","23.2",""
"Vinhedo, São Paulo","Brazil","Escola Estadual Patriarca da Independência","-23.030","-46.984","2014-09-24","28","-11.5","22.3",""
"Kaohsiung","Taiwan","中正預校 CCAFPS","22.605","120.361","2014-09-20","50","---","",""
"El Boquerón","Argentina","Escuela Secundaria Basica","-38.016","-57.800","2014-09-15","33.3","-28.5","40.6",""
"El Boquerón","Argentina","Escuela Secundaria Basica","-38.016","-57.800","2014-09-26","32.2","-24.3","37.0",""
"Smithtown","NY USA","Smithtown High School","40.867","-73.150","2014-09-22","100","82.7","39.6",""
"Smithtown","NY USA","Smithtown High School","40.867","-73.150","2014-09-23","100","83.5","39.9",""
"Meerut","India","NAS Inter College","28.983","77.717","2014-09-23","46","25","28.5",""
"Tepeaca","Mexico","CETIS 151","18.969","-97.903","2014-09-19","30","8","14.9",""
"Paysandú","Uruguay","Liceo N°1 de Paysandú","-32.316","-58.093","2014-09-23","100","-61","31.4",""
"Vodice","Slovenia","OŠ Vodice","46.185","14.496","2014-09-23","100","98","44.4",""
"Litija","Slovenia","Gimnazija Litija","46.059","14.823","2014-09-23","14.5","14.9","45.8",""
"Rio de Janeiro","Brazil","Centro Educacional Nosso Mundo","-22.950","-43.500","2014-10-31","64","-14","12.3",""
